"season","variable","inflow","outflow","total_flow","net_flow","lat","lon","capacity"
"Winter","Suffolk St & Stanton St",3.23706654170572,3.35585754451734,6.59292408622306,-0.118791002811621,40.72066442,-73.98517977,79
"Winter","University Pl & E 14 St",5.78228678537957,5.70951265229616,11.4917994376757,0.0727741330834109,40.734814,-73.992085,61
"Winter","W 13 St & 7 Ave",2.91499531396439,2.95407685098407,5.86907216494845,-0.0390815370196811,40.73781509,-73.99994661,47
"Winter","W 15 St & 7 Ave",3.54882849109653,3.52225866916589,7.07108716026242,0.0265698219306465,40.73935542,-73.99931783,79
"Winter","W 18 St & 6 Ave",4.53969072164948,4.58739456419869,9.12708528584817,-0.0477038425492031,40.73971301,-73.99456405,69
"Winter","W 20 St & 7 Ave",3.63064667291471,3.72099343955014,7.35164011246485,-0.0903467666354265,40.74238787,-73.99726235,44
"Winter","W 22 St & 10 Ave",3.93987816307404,4.04001874414246,7.97989690721649,-0.100140581068416,40.74691959,-74.00451887,75
"Winter","W 22 St & 8 Ave",3.86925960637301,3.93008434864105,7.79934395501406,-0.0608247422680415,40.74475148,-73.99915362,66
"Winter","W 29 St & 9 Ave",1.38697282099344,1.41480787253983,2.80178069353327,-0.0278350515463917,40.7500727,-73.99839279,29
"Winter","W 37 St & 10 Ave",3.02268041237113,3.09868791002812,6.12136832239925,-0.0760074976569824,40.75660359,-73.9979009,39
"Winter","W 37 St & 5 Ave",2.43823805060918,2.60103092783505,5.03926897844424,-0.162792877225867,40.75038009,-73.98338988,60
"Winter","W 4 St & 7 Ave S",3.78120899718838,3.84910965323336,7.63031865042174,-0.0679006560449862,40.73401143,-74.00293877,28
"Winter","W 47 St & 10 Ave",2.90576382380506,2.99545454545455,5.90121836925961,-0.0896907216494847,40.76269882,-73.99301222,39
"Winter","W 53 St & 10 Ave",2.81916588566073,2.88097469540768,5.70014058106842,-0.061808809746954,40.76669671,-73.99061728,29
"Winter","Washington Park",0.744985941893158,0.863730084348641,1.6087160262418,-0.118744142455483,40.6917823,-73.9737299,24
"Winter","Washington Square E",1.05107778819119,1.05698219306467,2.10805998125586,-0.00590440487347688,40.73049393,-73.9957214,62
"Winter","West St & Chambers St",4.88125585754452,4.92731958762887,9.80857544517338,-0.0460637300843487,40.71754834,-74.01322069,113
"Winter","Willoughby Ave & Hall St",1.16691658856607,1.32502343017807,2.49194001874414,-0.158106841611996,40.69196035,-73.96536851,51
"Winter","6 Ave & Broome St",2.09507966260544,2.10623242736645,4.20131208997188,-0.0111527647610119,40.72431,-74.00473,72
"Winter","8 Ave & W 52 St",3.20463917525773,3.33214620431115,6.53678537956888,-0.127507029053421,40.76370739,-73.9851615,31
"Winter","9 Ave & W 22 St",4.76059044048735,4.81485473289597,9.57544517338332,-0.0542642924086225,40.7454973,-74.00197139,61
"Winter","Adelphi St & Myrtle Ave",1.37328959700094,1.44657919400187,2.81986879100281,-0.0732895970009373,40.69308257,-73.97178913,28
"Winter","Atlantic Ave & Furman St",1.05281162136832,1.03420805998126,2.08701968134958,0.0186035613870665,40.69165183,-73.9999786,37
"Winter","Broadway & W 53 St",2.35801312089972,2.64259606373008,5.0006091846298,-0.284582942830366,40.76344058,-73.98268129,85
"Winter","Broadway & W 56 St",2.68074039362699,3.11686972820993,5.79761012183693,-0.436129334582943,40.7652654,-73.98192338,117
"Winter","Carlton Ave & Flushing Ave",0.769587628865979,0.734817244611059,1.50440487347704,0.0347703842549204,40.697787,-73.973736,46
"Winter","Clermont Ave & Park Ave",0.580693533270853,0.612980318650422,1.19367385192127,-0.032286785379569,40.69573398,-73.97129668,19
"Winter","Columbia St & Rivington St",1.60112464854733,1.65974695407685,3.26087160262418,-0.0586223055295221,40.71739973,-73.98016555,42
"Winter","Concord St & Bridge St",0.526054358013121,0.560168697282099,1.08622305529522,-0.0341143392689784,40.69766564,-73.98476437,19
"Winter","DeKalb Ave & S Portland Ave",0.950515463917526,1.03477038425492,1.98528584817245,-0.0842549203373946,40.68981035,-73.97493121,23
"Winter","E 11 St & 1 Ave",3.44025304592315,3.54025304592315,6.9805060918463,-0.1,40.72953837,-73.98426726,61
"Winter","E 2 St & 2 Ave",2.12005623242737,2.12197750702905,4.24203373945642,-0.00192127460168701,40.72502876,-73.99069656,84
"Winter","E 30 St & Park Ave S",2.85117150890347,2.9392221180881,5.79039362699157,-0.0880506091846298,40.74444921,-73.98303529,58
"Winter","E 31 St & 3 Ave",3.58158388003749,3.70388940955951,7.285473289597,-0.122305529522024,40.74394314,-73.97966069,65
"Winter","E 47 St & Park Ave",4.50440487347704,4.70862230552952,9.21302717900656,-0.204217432052483,40.75510267,-73.97498696,111
"Winter","E 51 St & Lexington Ave",1.9738519212746,2.08247422680412,4.05632614807873,-0.108622305529522,40.75714758,-73.97207836,75
"Winter","E 53 St & Lexington Ave",1.74236176194939,1.80899718837863,3.55135895032802,-0.066635426429241,40.75828065,-73.97069431,57
"Winter","E 58 St & 3 Ave",2.95510777881912,3.03467666354264,5.98978444236176,-0.0795688847235239,40.76095756,-73.96724467,49
"Winter","Front St & Gold St",0.718697282099344,0.703936269915651,1.422633552015,0.0147610121836925,40.70224,-73.982578,37
"Winter","Grand Army Plaza & Central Park S",3.42717900656045,3.57249297094658,6.99967197750703,-0.145313964386129,40.7643971,-73.97371465,96
"Winter","Great Jones St",4.33926897844424,4.37924086223055,8.71850984067479,-0.0399718837863166,40.72743423,-73.99379025,23
"Winter","Hudson St & Reade St",1.76054358013121,1.79034676663543,3.55089034676664,-0.0298031865042174,40.71625008,-74.0091059,55
"Winter","John St & William St",1.30238987816307,1.35196813495783,2.6543580131209,-0.0495782567947516,40.70862144,-74.00722156,43
"Winter","Lafayette Ave & St James Pl",0.871321462043112,1.06686972820993,1.93819119025305,-0.195548266166823,40.68851534,-73.9647628,39
"Winter","Lispenard St & Broadway",2.27774133083411,2.25454545454545,4.53228678537957,0.0231958762886597,40.71939226,-74.00247214,79
"Winter","MacDougal St & Prince St",3.47080599812559,3.45674789128397,6.92755388940956,0.0140581068416119,40.72710258,-74.00297088,54
"Winter","Metropolitan Ave & Bedford Ave",2.60740393626992,2.606419868791,5.21382380506092,0.000984067478912554,40.71534825,-73.96024116,55
"Winter","Norfolk St & Broome St",3.09123711340206,3.18612933458294,6.277366447985,-0.0948922211808809,40.7172274,-73.98802084,59
"Winter","Rivington St & Chrystie St",1.906419868791,1.93495782567948,3.84137769447048,-0.0285379568884725,40.72110063,-73.9919254,64
"Winter","Rivington St & Ridge St",1.82225866916589,1.94475164011246,3.76701030927835,-0.122492970946579,40.71850211,-73.98329859,61
"Winter","Stanton St & Chrystie St",2.69817244611059,2.70557638238051,5.4037488284911,-0.00740393626991587,40.72229346,-73.99147535,47
"Winter","W 13 St & 5 Ave",2.67985004686036,2.75,5.42985004686036,-0.0701499531396439,40.735445,-73.99431,43
"Winter","W 17 St & 8 Ave",2.69437675726336,2.75360824742268,5.44798500468604,-0.0592314901593252,40.74177603,-74.00149746,74
"Winter","W 20 St & 8 Ave",3.11208997188379,3.1566541705717,6.26874414245548,-0.04456419868791,40.74345335,-74.00004031,84
"Winter","W 27 St & 7 Ave",4.44620431115276,4.6014526710403,9.04765698219306,-0.155248359887535,40.746647,-73.993915,49
"Winter","W 46 St & 11 Ave",2.04423617619494,2.11138706654171,4.15562324273665,-0.0671508903467664,40.76341379,-73.99667444,25
"Winter","W 52 St & 11 Ave",2.141893158388,2.22399250234302,4.36588566073102,-0.0820993439550142,40.76727216,-73.99392888,55
"Winter","Watts St & Greenwich St",1.84807872539831,1.90548266166823,3.75356138706654,-0.0574039362699157,40.72405549,-74.00965965,35
"Winter","6 Ave & Canal St",1.9139175257732,1.83416119962512,3.74807872539831,0.0797563261480787,40.72243797,-74.00566443,73
"Winter","Allen St & Hester St",2.964526710403,3.08865979381443,6.05318650421743,-0.124133083411434,40.71605866,-73.99190759,117
"Winter","Allen St & Stanton St",2.95543580131209,3.05295220243674,6.00838800374883,-0.0975164011246483,40.722055,-73.989111,49
"Winter","Barclay St & Church St",2.34194001874414,2.39526710402999,4.73720712277413,-0.0533270852858481,40.71291224,-74.01020234,37
"Winter","Barrow St & Hudson St",3.39756326148079,3.47253983130272,6.87010309278351,-0.0749765698219309,40.73172428,-74.00674436,45
"Winter","Broadway & Battery Pl",2.37525773195876,2.12914714151828,4.50440487347704,0.246110590440487,40.70463334,-74.01361706,47
"Winter","Broadway & E 14 St",5.97305529522024,6.08936269915651,12.0624179943768,-0.11630740393627,40.73454567,-73.99074142,114
"Winter","Central Park S & 6 Ave",3.36148078725398,3.49437675726336,6.85585754451734,-0.132895970009372,40.76590936,-73.97634151,73
"Winter","Cliff St & Fulton St",1.58875351452671,1.61640112464855,3.20515463917526,-0.0276476101218368,40.70838,-74.00495,65
"Winter","E 16 St & 5 Ave",3.90201499531396,3.98233364573571,7.88434864104967,-0.0803186504217432,40.73726186,-73.99238967,63
"Winter","E 27 St & 1 Ave",3.4078725398313,3.51860356138707,6.92647610121837,-0.110731021555764,40.739445,-73.976806,87
"Winter","E 45 St & 3 Ave",2.05632614807873,2.13191190253046,4.18823805060918,-0.0755857544517338,40.75255434,-73.97282625,46
"Winter","E 60 St & York Ave",0.720946579194002,0.749531396438613,1.47047797563261,-0.028584817244611,40.759107,-73.959223,33
"Winter","Henry St & Grand St",2.95670103092784,3.06860356138707,6.0253045923149,-0.111902530459231,40.714211,-73.981095,36
"Winter","Lafayette Ave & Classon Ave",0.840815370196814,0.922164948453608,1.76298031865042,-0.0813495782567948,40.68900443,-73.96023854,27
"Winter","Lefferts Pl & Franklin Ave",0.668556701030928,0.71522961574508,1.38378631677601,-0.0466729147141519,40.680342423,-73.9557689392,25
"Winter","Old Fulton St",1.18786316776008,1.03894095595127,2.22680412371134,0.14892221180881,40.70277159,-73.99383605,39
"Winter","S 4 St & Wythe Ave",2.09231490159325,2.17277413308341,4.26508903467666,-0.0804592314901593,40.71285887,-73.96590294,24
"Winter","Vesey Pl & River Terrace",3.40632614807873,3.50595126522962,6.91227741330834,-0.0996251171508904,40.7153379,-74.01658354,57
"Winter","W 21 St & 6 Ave",7.98298969072165,8.20295220243674,16.1859418931584,-0.21996251171509,40.74173969,-73.99415556,74
"Winter","W 54 St & 9 Ave",2.10646672914714,2.27333645735708,4.37980318650422,-0.166869728209934,40.76584941,-73.98690506,44
"Winter","W 59 St & 10 Ave",2.35473289597001,2.51963448922212,4.87436738519213,-0.164901593252109,40.770513,-73.988038,117
"Winter","Bank St & Hudson St",2.35965323336457,2.41382380506092,4.77347703842549,-0.054170571696345,40.73652889,-74.00618026,27
"Winter","E 15 St & 3 Ave",3.83191190253046,3.94428303655108,7.77619493908154,-0.112371134020619,40.734232,-73.986923,77
"Winter","E 25 St & 2 Ave",3.75004686035614,3.93074039362699,7.68078725398313,-0.180693533270853,40.73912601,-73.97973776,79
"Winter","E 32 St & Park Ave",4.15815370196813,4.38973758200562,8.54789128397376,-0.231583880037489,40.7457121,-73.98194829,55
"Winter","Lafayette St & E 8 St",5.6802717900656,5.75632614807873,11.4365979381443,-0.0760543580131214,40.7302066052995,-73.9910262823105,105
"Winter","St Marks Pl & 1 Ave",3.21007497656982,3.29432989690722,6.50440487347704,-0.0842549203373943,40.72779126,-73.98564945,69
"Winter","W 41 St & 8 Ave",6.05056232427366,6.09470477975633,12.14526710403,-0.0441424554826622,40.75640548,-73.9900262,103
"Winter","W 45 St & 8 Ave",3.05754451733833,3.21982193064667,6.277366447985,-0.162277413308341,40.75929124,-73.98859651,65
"Winter","Washington Pl & 6 Ave",2.24971883786317,2.29348641049672,4.54320524835989,-0.043767572633552,40.73224119,-74.00026394,76
"Winter","Lexington Ave & E 29 St",2.57755388940956,2.66977507029053,5.24732895970009,-0.092221180880975,40.7431155537649,-73.9821535348892,54
"Winter","W 24 St & 7 Ave",4.514526710403,4.65838800374883,9.17291471415183,-0.14386129334583,40.74487634,-73.99529885,79
"Winter","W Broadway & Spring St",1.89639175257732,1.75342080599813,3.64981255857545,0.142970946579194,40.7249467235942,-74.0016585588455,66
"Winter","Carmine St & 6 Ave",4.60866916588566,4.60684161199625,9.21551077788191,0.00182755388940947,40.73038599,-74.00214988,63
"Winter","Cumberland St & Lafayette Ave",0.920805998125586,1.01701030927835,1.93781630740394,-0.0962043111527647,40.68753406,-73.97265183,31
"Winter","W 16 St & The High Line",3.00285848172446,3.1093252108716,6.11218369259606,-0.106466729147142,40.74334935,-74.00681753,60
"Winter","1 Ave & E 44 St",2.19864104967198,2.28327085285848,4.48191190253046,-0.084629803186504,40.75001986,-73.96905301,87
"Winter","3 Ave & Schermerhorn St",0.75037488284911,0.751968134957826,1.50234301780694,-0.00159325210871597,40.68683208,-73.9796772,35
"Winter","Cadman Plaza E & Red Cross Pl",0.936551077788191,0.991049671977507,1.9276007497657,-0.0544985941893158,40.69991755,-73.98971773,39
"Winter","Cadman Plaza E & Tillary St",0.510824742268041,0.567806935332709,1.07863167760075,-0.0569821930646673,40.69597683,-73.99014892,52
"Winter","DeKalb Ave & Hudson Ave",1.99259606373008,1.49104967197751,3.48364573570759,0.501546391752577,40.689888,-73.981013,74
"Winter","E 53 St & Madison Ave",2.11925960637301,2.21879100281162,4.33805060918463,-0.0995313964386133,40.7597108,-73.97402311,51
"Winter","Franklin St & W Broadway",1.53711340206186,1.54264292408622,3.07975632614808,-0.00552952202436741,40.71911552,-74.00666661,33
"Winter","Lawrence St & Willoughby St",1.80323336457357,1.84343955014058,3.64667291471415,-0.0402061855670104,40.69236178,-73.98631746,39
"Winter","W 42 St & 8 Ave",3.28045923149016,3.32970946579194,6.6101686972821,-0.0492502343017804,40.7575699,-73.99098507,41
"Winter","West Thames St",2.13383317713215,2.20477975632615,4.3386129334583,-0.0709465791940018,40.70834698,-74.01713445,73
"Winter","10 Ave & W 28 St",2.75576382380506,2.80998125585754,5.56574507966261,-0.0542174320524835,40.75066386,-74.00176802,69
"Winter","Bedford Ave & S 9 St",0.35979381443299,0.414714151827554,0.774507966260544,-0.0549203373945642,40.70853074,-73.96408963,23
"Winter","Broad St & Bridge St",1.0363167760075,1.02310215557638,2.05941893158388,0.0132146204311152,40.70365182,-74.01167797,49
"Winter","Canal St & Rutgers St",3.66326148078725,3.7877694470478,7.45103092783505,-0.124507966260544,40.71427487,-73.98990025,45
"Winter","Centre St & Worth St",1.56907216494845,1.61518275538894,3.18425492033739,-0.0461105904404873,40.71494807,-74.00234482,82
"Winter","Columbia Heights & Cranberry St",0.4427366447985,0.506607310215558,0.949343955014058,-0.0638706654170572,40.70037867,-73.99548059,37
"Winter","E 17 St & Broadway",7.15121836925961,7.02942830365511,14.1806466729147,0.121790065604499,40.73704984,-73.99009296,97
"Winter","Harrison St & Hudson St",1.04606373008435,1.07783505154639,2.12389878163074,-0.031771321462043,40.71870987,-74.0090009,39
"Winter","Henry St & Atlantic Ave",1.3363167760075,1.35173383317713,2.68805060918463,-0.0154170571696346,40.69089272,-73.99612349,23
"Winter","LaGuardia Pl & W 3 St",3.2860824742268,3.30192127460169,6.58800374882849,-0.0158388003748828,40.72917025,-73.99810231,51
"Winter","Madison St & Montgomery St",1.34761012183693,1.39175257731959,2.73936269915651,-0.0441424554826617,40.713126,-73.984844,20
"Winter","W 34 St & 11 Ave",2.37994376757263,2.37895970009372,4.75890346766635,0.000984067478912554,40.75594159,-74.0021163,80
"Winter","11 Ave & W 59 St",2.5639175257732,2.6360824742268,5.2,-0.072164948453608,40.7714967105444,-73.9904603362083,24
"Winter","Bus Slip & State St",0.941471415182755,0.91485473289597,1.85632614807873,0.0266166822867854,40.701907,-74.013942,69
"Winter","Cherry St",1.22703842549203,1.28430178069353,2.51134020618557,-0.0572633552014996,40.71219906,-73.97948148,36
"Winter","Clinton St & Grand St",3.52942830365511,3.64967197750703,7.17910028116214,-0.120243673851921,40.71559509,-73.9870295,69
"Winter","Clinton St & Joralemon St",1.51504217432052,1.59104967197751,3.10609184629803,-0.0760074976569822,40.69239502,-73.99337909,50
"Winter","E 12 St & 3 Ave",2.82844423617619,2.87661668228679,5.70506091846298,-0.0481724461105908,40.73223272,-73.98889957,70
"Winter","E 3 St & 1 Ave",1.66040299906279,1.68533270852858,3.34573570759138,-0.0249297094657919,40.72467721,-73.98783413,59
"Winter","E 47 St & 1 Ave",1.37207122774133,1.39775070290534,2.76982193064667,-0.0256794751640113,40.75206862,-73.96784384,70
"Winter","E 55 St & 2 Ave",2.32169634489222,2.40388940955951,4.72558575445173,-0.0821930646672913,40.75797322,-73.96603308,29
"Winter","Lexington Ave & E 24 St",3.21729147141518,3.32558575445173,6.54287722586692,-0.108294283036551,40.74025878,-73.98409214,79
"Winter","Maiden Ln & Pearl St",1.44245548266167,1.45852858481724,2.90098406747891,-0.0160731021555764,40.70706456,-74.00731853,29
"Winter","Murray St & West St",1.96771321462043,1.97089971883786,3.93861293345829,-0.00318650421743216,40.71503,-74.01246,61
"Winter","Reade St & Broadway",1.61119962511715,1.66373008434864,3.27492970946579,-0.0525304592314901,40.71450451,-74.00562789,62
"Winter","S Portland Ave & Hanson Pl",0.799859418931584,0.832895970009372,1.63275538894096,-0.0330365510777882,40.68539567,-73.97431458,27
"Winter","St James Pl & Oliver St",1.66466729147142,1.68734770384255,3.35201499531396,-0.0226804123711342,40.71307916,-73.99851193,48
"Winter","Stanton St & Mangin St",1.114526710403,1.14095595126523,2.25548266166823,-0.0264292408622306,40.71782143,-73.97628939,19
"Winter","W 25 St & 6 Ave",3.75449859418932,3.86410496719775,7.61860356138707,-0.109606373008435,40.74395411,-73.99144871,51
"Winter","W 43 St & 6 Ave",1.39461105904405,1.47741330834114,2.87202436738519,-0.0828022492970946,40.75527307,-73.98316936,63
"Winter","W 52 St & 5 Ave",1.95135895032802,2.0035145267104,3.95487347703843,-0.0521555763823804,40.75992262,-73.97648516,61
"Winter","W 56 St & 6 Ave",1.21251171508903,1.1898313027179,2.40234301780694,0.0226804123711342,40.76340613,-73.97722479,54
"Winter","1 Ave & E 30 St",3.30895032802249,3.38163074039363,6.69058106841612,-0.0726804123711342,40.74144387,-73.97536082,38
"Winter","11 Ave & W 27 St",3.04526710402999,3.07160262417994,6.11686972820993,-0.0263355201499529,40.751396,-74.005226,45
"Winter","12 Ave & W 40 St",3.63570759137769,3.47399250234302,7.10970009372071,0.161715089034677,40.76087502,-74.00277668,76
"Winter","9 Ave & W 45 St",3.71883786316776,3.8165885660731,7.53542642924086,-0.0977507029053419,40.76019252,-73.9912551,31
"Winter","Broadway & Berry St",1.54653233364574,1.63669165885661,3.18322399250234,-0.0901593252108717,40.7103612992258,-73.9653038978577,34
"Winter","Broadway & W 38 St",1.97474226804124,2.0753045923149,4.05004686035614,-0.100562324273664,40.7529728216068,-73.9873489737511,68
"Winter","Clark St & Henry St",1.66054358013121,1.99198687910028,3.65253045923149,-0.331443298969072,40.69760127,-73.99344559,43
"Winter","Clinton St & Tillary St",0.66232427366448,0.722352389878163,1.38467666354264,-0.0600281162136832,40.6962329712932,-73.9914205670357,33
"Winter","DeKalb Ave & Vanderbilt Ave",1.04236176194939,1.26560449859419,2.30796626054358,-0.223242736644798,40.68940747,-73.96885458,23
"Winter","Duffield St & Willoughby St",1.11269915651359,1.14114339268978,2.25384254920337,-0.028444236176195,40.69221589,-73.9842844,48
"Winter","E 19 St & 3 Ave",2.6464854732896,2.77563261480787,5.42211808809747,-0.129147141518275,40.73624527,-73.98473765,35
"Winter","E 33 St & 5 Ave",3.21738519212746,3.39306466729147,6.61044985941893,-0.175679475164011,40.74765947,-73.98490707,60
"Winter","FDR Drive & E 35 St",2.82258669165886,2.86977507029053,5.69236176194939,-0.0471883786316774,40.744219,-73.97121214,123
"Winter","Greenwich Ave & 8 Ave",4.29723523898782,4.30248359887535,8.59971883786317,-0.00524835988753569,40.7390169121,-74.0026376103,75
"Winter","Market St & Cherry St",1.11251171508903,1.12886597938144,2.24137769447048,-0.0163542642924086,40.71076228,-73.99400398,45
"Winter","Pike St & Monroe St",1.20079662605436,1.24250234301781,2.44329896907217,-0.0417057169634489,40.71173107,-73.99193043,27
"Winter","South St & Gouverneur Ln",1.79381443298969,1.7732427366448,3.56705716963449,0.0205716963448923,40.70355377,-74.00670227,43
"Winter","South St & Whitehall St",1.36176194939082,1.33687910028116,2.69864104967198,0.0248828491096531,40.70122128,-74.01234218,55
"Winter","W 11 St & 6 Ave",2.53373945641987,2.6043580131209,5.13809746954077,-0.0706185567010311,40.73532427,-73.99800419,47
"Winter","W 43 St & 10 Ave",3.71358950328022,3.79287722586692,7.50646672914714,-0.0792877225866917,40.76009437,-73.99461843,117
"Winter","W 51 St & 6 Ave",1.49732895970009,1.50595126522962,3.00328022492971,-0.00862230552952181,40.7606597,-73.98042047,81
"Winter","Wythe Ave & Metropolitan Ave",2.36780693533271,2.35735707591378,4.72516401124649,0.0104498594189315,40.716887,-73.963198,57
"Winter","Bialystoker Pl & Delancey St",1.27572633552015,1.48800374882849,2.76373008434864,-0.212277413308341,40.71622644,-73.98261206,33
"Winter","Broadway & W 37 St",1.41869728209934,1.57483598875351,2.99353327085286,-0.156138706654171,40.75172632,-73.98753523,57
"Winter","E 23 St & 1 Ave",3.86354264292409,4.00459231490159,7.86813495782568,-0.141049671977507,40.736502,-73.97809472,27
"Winter","E 56 St & 3 Ave",1.07713214620431,1.08552014995314,2.16265229615745,-0.00838800374882864,40.75934501,-73.96759673,79
"Winter","E 56 St & Madison Ave",1.20454545454545,1.22108716026242,2.42563261480787,-0.0165417057169635,40.761573,-73.972628,33
"Winter","Grand St & Greene St",1.85721649484536,1.87061855670103,3.72783505154639,-0.0134020618556701,40.7217000523561,-74.002381414175,45
"Winter","Leonard St & Church St",1.64962511715089,1.68636363636364,3.33598875351453,-0.0367385192127458,40.717571,-74.005549,54
"Winter","Liberty St & Broadway",1.91410496719775,2.04053420805998,3.95463917525773,-0.126429240862231,40.70905623,-74.01043382,67
"Winter","MacDougal St & Washington Sq",2.21907216494845,2.23594189315839,4.45501405810684,-0.0168697282099344,40.73226398,-73.99852205,33
