"year","variable","inflow","outflow","total_flow","net_flow","lat","lon","capacity"
2013,"1 Ave & E 16 St",0.453554040895813,0.453943524829601,0.907497565725414,-0.000389483933787738,40.73221853,-73.98165557,54
2013,"11 Ave & W 41 St",3.54780915287244,3.45647517039922,7.00428432327167,0.0913339824732229,40.76030096,-73.99884222,55
2013,"2 Ave & E 31 St",6.1715676728335,6.33807205452775,12.5096397273612,-0.166504381694255,40.74290902,-73.97706058,57
2013,"6 Ave & W 33 St",4.48315481986368,4.7080817916261,9.19123661148978,-0.224926971762414,40.74901271,-73.98848395,78
2013,"9 Ave & W 18 St",3.47380720545278,3.387147030185,6.86095423563778,0.0866601752677703,40.74317449,-74.00366443,84
2013,"Allen St & Rivington St",4.96650438169426,4.930282375852,9.89678675754625,0.0362220058422595,40.72019576,-73.98997825,42
2013,"Atlantic Ave & Fort Greene Pl",2.14430379746835,1.99162609542356,4.13592989289192,0.15267770204479,40.68382604,-73.97632328,62
2013,"Bank St & Washington St",3.5555988315482,3.47555988315482,7.03115871470302,0.0800389483933786,40.7361967,-74.00859207,31
2013,"Bayard St & Baxter St",3.18753651411879,3.27419668938656,6.46173320350536,-0.0866601752677703,40.71602118,-73.99974372,43
2013,"Broadway & W 29 St",4.24148003894839,4.35696202531646,8.59844206426485,-0.115481986368063,40.7462009,-73.98855723,101
2013,"Broadway & W 41 St",4.29931840311587,5.28354430379747,9.58286270691334,-0.984225900681596,40.75513557,-73.98658032,55
2013,"Broadway & W 51 St",3.18247322297955,3.68373904576436,6.86621226874391,-0.50126582278481,40.76228826,-73.98336183,78
2013,"Broadway & W 58 St",6.08354430379747,6.6699123661149,12.7534566699124,-0.58636806231743,40.76695317,-73.98169333,79
2013,"Catherine St & Monroe St",1.32405063291139,1.28743914313535,2.61148977604674,0.0366114897760468,40.71117444,-73.99682619,35
2013,"Christopher St & Greenwich St",6.51859785783836,6.42629016553067,12.944888023369,0.0923076923076929,40.73291553,-74.00711384,74
2013,"Clermont Ave & Lafayette Ave",0.777409931840312,0.84985394352483,1.62726387536514,-0.072444011684518,40.68764484,-73.96968902,51
2013,"Cleveland Pl & Spring St",7.74508276533593,7.82064264849075,15.5657254138267,-0.0755598831548197,40.722103786686,-73.997249007225,33
2013,"Division St & Bowery",2.56416747809153,2.51158714703018,5.07575462512171,0.052580331061344,40.714193,-73.996732,49
2013,"E 20 St & 2 Ave",3.81324245374878,3.79279454722493,7.60603700097371,0.0204479065238559,40.73587678,-73.98205027,84
2013,"E 20 St & Park Ave",2.12580331061344,2.32210321324245,4.44790652385589,-0.196299902629017,40.73827428,-73.98751968,45
2013,"E 39 St & 2 Ave",6.01071080817916,6.18870496592016,12.1994157740993,-0.177994157740994,40.7480331942877,-73.973827958107,31
2013,"E 4 St & 2 Ave",5.00253164556962,4.77098344693281,9.77351509250243,0.231548198636807,40.7262807,-73.98978041,78
2013,"E 51 St & 1 Ave",2.39104186952288,2.3236611489776,4.71470301850049,0.0673807205452772,40.75455731,-73.96592976,35
2013,"Emerson Pl & Myrtle Ave",0.771178188899708,0.732814021421616,1.50399221032132,0.0383641674780916,40.69363137,-73.96223558,63
2013,"Forsyth St & Broome St",3.58286270691334,3.76222005842259,7.34508276533593,-0.17935735150925,40.71893904,-73.99266288,66
2013,"Forsyth St & Canal St",2.70379746835443,2.75501460564752,5.45881207400195,-0.0512171372930865,40.7158155,-73.99422366,29
2013,"Greenwich Ave & Charles St",3.09036027263875,3.12833495618306,6.21869522882181,-0.0379746835443036,40.735238,-74.000271,57
2013,"Greenwich St & W Houston St",0.564556962025316,0.571762414800389,1.13631937682571,-0.00720545277507301,40.728846,-74.008591,80
2013,"Hancock St & Bedford Ave",0.449074975657254,0.453164556962025,0.902239532619279,-0.00408958130477116,40.68216564,-73.95399026,27
2013,"Hicks St & Montague St",1.79337877312561,1.80545277507303,3.59883154819864,-0.0120740019474197,40.69512845,-73.99595065,20
2013,"Little West St & 1 Pl",2.05511197663096,2.10866601752678,4.16377799415774,-0.0535540408958131,40.70569254,-74.01677685,35
2013,"Macon St & Nostrand Ave",0.650827653359299,0.663291139240506,1.31411879259981,-0.0124634858812074,40.6809833854,-73.9500479759,24
2013,"Madison St & Clinton St",1.41635832521908,1.44167478091529,2.85803310613437,-0.0253164556962024,40.71269042,-73.98776323,39
2013,"Mercer St & Spring St",3.8667964946446,3.6952288218111,7.5620253164557,0.171567672833496,40.72362738,-73.99949601,67
2013,"Mott St & Prince St",5.08159688412853,5.0983446932814,10.1799415774099,-0.0167478091528723,40.72317958,-73.99480012,39
2013,"Perry St & Bleecker St",2.98442064264849,3.03719571567673,6.02161635832522,-0.0527750730282373,40.73535398,-74.00483091,77
2013,"Pike St & E Broadway",1.70438169425511,1.73437195715677,3.43875365141188,-0.0299902629016553,40.71406667,-73.99293911,34
2013,"S 3 St & Bedford Ave",1.2255111976631,1.16144109055501,2.38695228821811,0.0640701071080818,40.71260486,-73.96264403,25
2013,"S 5 Pl & S 5 St",0.424342745861733,0.374099318403116,0.798442064264849,0.0502434274586173,40.710451,-73.960876,43
2013,"St James Pl & Pearl St",1.38461538461538,1.42960077896787,2.81421616358325,-0.0449853943524829,40.71117416,-74.00016545,27
2013,"St Marks Pl & 2 Ave",5.06387536514119,4.67575462512171,9.7396299902629,0.388120740019474,40.7284186,-73.98713956,73
2013,"State St & Smith St",2.35890944498539,2.15735150925024,4.51626095423564,0.201557935735151,40.68917,-73.9886,66
2013,"Suffolk St & Stanton St",4.12151898734177,4.07419668938656,8.19571567672833,0.0473222979552093,40.72066442,-73.98517977,79
2013,"University Pl & E 14 St",7.65666991236612,7.69074975657254,15.3474196689387,-0.0340798442064267,40.734814,-73.992085,61
